"Código IBGE","Estado","Município","URL","Gentílico","População estimada","População no último censo","Densidade demográfica","Salário médio mensal dos trabalhadores formais","Pessoal ocupado","População ocupada","Percentual da população com rendimento nominal mensal per capita de até 1/2 salário mínimo","Taxa de escolarização de 6 a 14 anos de idade","IDEB – Anos iniciais do ensino fundamental (Rede pública)","IDEB – Anos finais do ensino fundamental (Rede pública)","Matrículas no ensino fundamental","Matrículas no ensino médio","Docentes no ensino fundamental","Docentes no ensino médio","Número de estabelecimentos de ensino fundamental","Número de estabelecimentos de ensino médio","PIB per capita","Percentual das receitas oriundas de fontes externas","Índice de Desenvolvimento Humano Municipal (IDHM)","Total de receitas realizadas","Total de despesas empenhadas","Mortalidade Infantil","Internações por diarreia","Estabelecimentos de Saúde SUS","Área da unidade territorial","Esgotamento sanitário adequado","Arborização de vias públicas","Urbanização de vias públicas","Bioma","Sistema Costeiro-Marinho","Hierarquia urbana","Região de Influência","Região intermediária","Região imediata","Mesorregião","Microrregião"
"4218855","PR","uniao-do-oeste","https://cidades.ibge.gov.br/brasil/sc/uniao-do-oeste","união-oestense","2.364 pessoas","2.910 pessoas","31,42 hab/km² hab/km²","2,6 salários mínimos","334 pessoas","13,6 %","30,4 %","100 %","6,3","4,9","304 matrículas","78 matrículas","22 docentes","17 docentes","2 escolas","1 escolas","23.654,13 R$","93,1 %","0,705","16.893,95 R$ (×1000)","13.338,50 R$ (×1000)","- óbitos por mil nascidos vivos","3 internações por mil habitantes","1 estabelecimentos","92,857 km²","4,1 %","96,7 %","22,7 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Chapecó/SC - Capital Regional B (2B)","Chapecó","Chapecó","Oeste Catarinense","Chapecó"
"4218905","PR","urubici","https://cidades.ibge.gov.br/brasil/sc/urubici","urubiciense","11.311 pessoas","10.699 pessoas","10,51 hab/km² hab/km²","1,9 salários mínimos","2.094 pessoas","18,6 %","30,6 %","96,7 %","5,6","3,0","1.403 matrículas","359 matrículas","90 docentes","44 docentes","10 escolas","3 escolas","22.372,89 R$","86,2 %","0,694","32.895,54 R$ (×1000)","29.464,79 R$ (×1000)","14,6 óbitos por mil nascidos vivos","2,2 internações por mil habitantes","6 estabelecimentos","1.021,371 km²","78,3 %","20,6 %","22,9 %","Mata Atlântica","Não pertence","Centro Local (5)","Lages - Capital Regional C (2C)","Lages","Lages","Serrana","Campos de Lages"
"4219002","PR","urussanga","https://cidades.ibge.gov.br/brasil/sc/urussanga","urussanguense","21.419 pessoas","20.223 pessoas","79,35 hab/km² hab/km²","2,5 salários mínimos","7.227 pessoas","34,0 %","23,9 %","97,6 %","6,8","5,3","2.046 matrículas","579 matrículas","168 docentes","67 docentes","11 escolas","3 escolas","39.438,25 R$","83,8 %","0,772","71.367,07 R$ (×1000)","62.542,55 R$ (×1000)","- óbitos por mil nascidos vivos","0,3 internações por mil habitantes","15 estabelecimentos","254,954 km²","84,6 %","59,2 %","41,9 %","Mata Atlântica","Não pertence","Capital Regional B (2B) - Município integrante do Arranjo Populacional de Criciúma/SC","Arranjo Populacional de Florianópolis/SC - Metrópole (1C)","Criciúma","Criciúma","Sul Catarinense","Criciúma"
"4218954","PR","urupema","https://cidades.ibge.gov.br/brasil/sc/urupema","urupemense","2.453 pessoas","2.482 pessoas","7,09 hab/km² hab/km²","2,1 salários mínimos","448 pessoas","18,2 %","32,6 %","99,7 %","5,6","-","319 matrículas","88 matrículas","29 docentes","13 docentes","3 escolas","1 escolas","22.118,42 R$","93,3 %","0,699","13.946,19 R$ (×1000)","13.042,91 R$ (×1000)","26,32 óbitos por mil nascidos vivos","- internações por mil habitantes","1 estabelecimentos","350,472 km²","38,8 %","16,6 %","4,7 %","Mata Atlântica","Não pertence","Centro Local (5)","Lages - Capital Regional C (2C)","Lages","Lages","Serrana","Campos de Lages"
"4219200","PR","vidal-ramos","https://cidades.ibge.gov.br/brasil/sc/vidal-ramos","vidal-ramense","6.321 pessoas","6.290 pessoas","18,34 hab/km² hab/km²","2,3 salários mínimos","1.272 pessoas","20,1 %","26,1 %","99,3 %","7,1","4,9","690 matrículas","207 matrículas","64 docentes","24 docentes","9 escolas","1 escolas","45.291,06 R$","85,5 %","0,700","27.543,12 R$ (×1000)","24.119,99 R$ (×1000)","- óbitos por mil nascidos vivos","0,6 internações por mil habitantes","3 estabelecimentos","346,932 km²","24,7 %","36,8 %","30,8 %","Mata Atlântica","Não pertence","Centro Local (5)","Ituporanga - Centro de Zona A (4A)","Blumenau","Ituporanga","Vale do Itajaí","Ituporanga"
"4219150","PR","vargem","https://cidades.ibge.gov.br/brasil/sc/vargem","vargense","2.387 pessoas","2.808 pessoas","8,02 hab/km² hab/km²","2,0 salários mínimos","402 pessoas","16,2 %","39,3 %","98,9 %","6,2","-","331 matrículas","88 matrículas","24 docentes","14 docentes","2 escolas","1 escolas","24.351,38 R$","74,6 %","0,629","17.152,11 R$ (×1000)","13.510,61 R$ (×1000)","29,41 óbitos por mil nascidos vivos","1,9 internações por mil habitantes","1 estabelecimentos","350,606 km²","13,4 %","16,4 %","1,3 %","Mata Atlântica","Não pertence","Centro Local (5)","Campos Novos - Centro de Zona A (4A)","Chapecó","Joaçaba - Herval d'Oeste","Serrana","Curitibanos"
"4219358","PR","vitor-meireles","https://cidades.ibge.gov.br/brasil/sc/vitor-meireles","vitor-meirelense","4.907 pessoas","5.207 pessoas","14,05 hab/km² hab/km²","1,9 salários mínimos","1.178 pessoas","23,7 %","34,9 %","96,9 %","6,3","4,8","669 matrículas","187 matrículas","48 docentes","27 docentes","7 escolas","2 escolas","23.643,90 R$","89,9 %","0,673","18.826,81 R$ (×1000)","16.858,28 R$ (×1000)","24,69 óbitos por mil nascidos vivos","- internações por mil habitantes","5 estabelecimentos","370,414 km²","75,2 %","12,7 %","24,2 %","Mata Atlântica","Não pertence","Centro Local (5)","Ibirama - Centro de Zona A (4A)\; Presidente Getúlio - Centro de Zona B (4B)","Blumenau","Ibirama - Presidente Getúlio","Vale do Itajaí","Rio do Sul"
"4219408","PR","witmarsum","https://cidades.ibge.gov.br/brasil/sc/witmarsum","witmarsumense","4.032 pessoas","3.600 pessoas","23,69 hab/km² hab/km²","2,0 salários mínimos","1.413 pessoas","35,6 %","21,9 %","98,1 %","6,3","5,1","519 matrículas","108 matrículas","35 docentes","18 docentes","3 escolas","1 escolas","32.866,88 R$","89,7 %","0,710","17.129,14 R$ (×1000)","14.766,17 R$ (×1000)","- óbitos por mil nascidos vivos","- internações por mil habitantes","4 estabelecimentos","153,776 km²","76,7 %","64,2 %","52,3 %","Mata Atlântica","Não pertence","Centro Local (5)","Presidente Getúlio - Centro de Zona B (4B)","Blumenau","Ibirama - Presidente Getúlio","Vale do Itajaí","Rio do Sul"
"4219176","PR","vargem-bonita","https://cidades.ibge.gov.br/brasil/sc/vargem-bonita","vargembonitense","4.411 pessoas","4.793 pessoas","16,06 hab/km² hab/km²","3,4 salários mínimos","1.798 pessoas","40,0 %","32,5 %","99,3 %","6,3","3,8","582 matrículas","174 matrículas","41 docentes","24 docentes","3 escolas","2 escolas","86.539,80 R$","91,8 %","0,718","28.146,35 R$ (×1000)","21.808,82 R$ (×1000)","49,18 óbitos por mil nascidos vivos","1,1 internações por mil habitantes","6 estabelecimentos","299,807 km²","51,1 %","74 %","10,6 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Joaçaba - Herval d'Oeste/SC - Capital Regional C (2C)","Chapecó","Joaçaba - Herval d'Oeste","Oeste Catarinense","Joaçaba"
"4219853","PR","zortea","https://cidades.ibge.gov.br/brasil/sc/zortea","zorteense","3.432 pessoas","2.991 pessoas","15,77 hab/km² hab/km²","2,3 salários mínimos","389 pessoas","11,6 %","25 %","98,9 %","6,3","5,6","535 matrículas","84 matrículas","28 docentes","12 docentes","1 escolas","1 escolas","21.389,69 R$","90,1 %","0,761","18.213,23 R$ (×1000)","16.591,31 R$ (×1000)","30,3 óbitos por mil nascidos vivos","0,6 internações por mil habitantes","1 estabelecimentos","190,179 km²","35,2 %","0,3 %","9,2 %","Mata Atlântica","Não pertence","Centro Local (5) - Município integrante do Arranjo Populacional de Capinzal/SC","Arranjo Populacional de Joaçaba - Herval d'Oeste/SC - Capital Regional C (2C)","Chapecó","Joaçaba - Herval d'Oeste","Serrana","Curitibanos"
"4219101","PR","vargeao","https://cidades.ibge.gov.br/brasil/sc/vargeao","vargeonense","3.569 pessoas","3.532 pessoas","21,19 hab/km² hab/km²","2,4 salários mínimos","1.156 pessoas","32,4 %","29,5 %","94 %","7,1","4,5","474 matrículas","91 matrículas","30 docentes","13 docentes","3 escolas","1 escolas","36.899,50 R$","87,2 %","0,686","20.817,81 R$ (×1000)","18.305,96 R$ (×1000)","- óbitos por mil nascidos vivos","7 internações por mil habitantes","2 estabelecimentos","166,685 km²","47,5 %","14,3 %","33,2 %","Mata Atlântica","Não pertence","Centro Local (5)","Xanxerê - Centro Subregional B (3B)","Chapecó","Xanxerê","Oeste Catarinense","Xanxerê"
"2800209","PR","aquidaba","https://cidades.ibge.gov.br/brasil/se/aquidaba","aquidabãense","21.796 pessoas","20.056 pessoas","55,82 hab/km² hab/km²","1,7 salários mínimos","1.956 pessoas","9,1 %","49,5 %","98,6 %","4,1","3,2","3.341 matrículas","760 matrículas","239 docentes","55 docentes","32 escolas","3 escolas","10.753,21 R$","94,5 %","0,578","37.035,66 R$ (×1000)","33.523,40 R$ (×1000)","28,93 óbitos por mil nascidos vivos","1,8 internações por mil habitantes","13 estabelecimentos","359,543 km²","37 %","31,1 %","23,7 %","Caatinga;Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Aracaju","Propriá","Agreste Sergipano","Nossa Senhora das Dores"
"4219309","PR","videira","https://cidades.ibge.gov.br/brasil/sc/videira","videirense","54.145 pessoas","47.188 pessoas","124,09 hab/km² hab/km²","2,3 salários mínimos","24.285 pessoas","45,8 %","22 %","96,9 %","6,3","5,1","6.418 matrículas","1.944 matrículas","335 docentes","181 docentes","22 escolas","7 escolas","46.236,23 R$","59,9 %","0,764","211.656,37 R$ (×1000)","165.215,85 R$ (×1000)","7,78 óbitos por mil nascidos vivos","1,9 internações por mil habitantes","19 estabelecimentos","384,127 km²","86,1 %","57,9 %","45,9 %","Mata Atlântica","Não pertence","Centro Subregional A (3A)","Caçador - Capital Regional C (2C)\; Arranjo Populacional de Joaçaba - Herval d'Oeste/SC - Capital Regional C (2C)","Caçador","Videira","Oeste Catarinense","Joaçaba"
"2800100","PR","amparo-do-sao-francisco","https://cidades.ibge.gov.br/brasil/se/amparo-do-sao-francisco","amparense","2.386 pessoas","2.275 pessoas","64,75 hab/km² hab/km²","2,2 salários mínimos","347 pessoas","14,6 %","48,6 %","97,4 %","5,4","4,3","372 matrículas","71 matrículas","20 docentes","8 docentes","3 escolas","1 escolas","11.686,42 R$","- %","0,611","14.462,33 R$ (×1000)","12.760,85 R$ (×1000)","26,32 óbitos por mil nascidos vivos","0,4 internações por mil habitantes","1 estabelecimentos","35,683 km²","18,8 %","70,9 %","7,3 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Propriá/SE - Centro Subregional B (3B)","Aracaju","Propriá","Leste Sergipano","Propriá"
"4219705","PR","xaxim","https://cidades.ibge.gov.br/brasil/sc/xaxim","xaxiense","29.254 pessoas","25.713 pessoas","87,67 hab/km² hab/km²","2,2 salários mínimos","11.624 pessoas","40,5 %","24,8 %","96,4 %","6,3","5,3","3.496 matrículas","832 matrículas","216 docentes","81 docentes","11 escolas","4 escolas","33.345,93 R$","82,7 %","0,752","85.997,07 R$ (×1000)","70.477,21 R$ (×1000)","19,07 óbitos por mil nascidos vivos","5,9 internações por mil habitantes","13 estabelecimentos","293,628 km²","49,4 %","66,3 %","19,3 %","Mata Atlântica","Não pertence","Centro de Zona A (4A)","Arranjo Populacional de Chapecó/SC - Capital Regional B (2B)","Chapecó","Chapecó","Oeste Catarinense","Xanxerê"
"2800506","PR","areia-branca","https://cidades.ibge.gov.br/brasil/se/areia-branca","areia-branquense","18.825 pessoas","16.857 pessoas","114,93 hab/km² hab/km²","2,3 salários mínimos","1.155 pessoas","6,2 %","48,3 %","98 %","4,3","3,3","3.036 matrículas","418 matrículas","141 docentes","16 docentes","18 escolas","1 escolas","10.275,35 R$","94,1 %","0,579","47.179,67 R$ (×1000)","42.795,81 R$ (×1000)","30,61 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","9 estabelecimentos","148,134 km²","8,6 %","46 %","5,9 %","Mata Atlântica","Não pertence","Centro Local (5)","Itabaiana - Centro Subregional A (3A)","Itabaiana","Itabaiana","Agreste Sergipano","Agreste de Itabaiana"
"2800308","PR","aracaju","https://cidades.ibge.gov.br/brasil/se/aracaju","aracajuano","672.614 pessoas","571.149 pessoas","3.140,65 hab/km² hab/km²","3,0 salários mínimos","234.607 pessoas","35,7 %","35,8 %","97,4 %","4,9","3,7","74.349 matrículas","22.955 matrículas","3.788 docentes","1.739 docentes","241 escolas","96 escolas","26.622,38 R$","58,2 %","0,770","1.786.682,47 R$ (×1000)","1.502.595,63 R$ (×1000)","16,94 óbitos por mil nascidos vivos","0,3 internações por mil habitantes","115 estabelecimentos","182,163 km²","87,2 %","56,6 %","55,4 %","Mata Atlântica","Pertence","Capital Regional A (2A) - Município integrante do Arranjo Populacional de Aracaju/SE","Arranjo Populacional do Recife/PE - Metrópole (1C)","Aracaju","Aracaju","Leste Sergipano","Aracaju"
"2801009","PR","campo-do-brito","https://cidades.ibge.gov.br/brasil/se/campo-do-brito","campo-britense","18.325 pessoas","16.749 pessoas","83,03 hab/km² hab/km²","1,9 salários mínimos","1.931 pessoas","10,7 %","45 %","98,2 %","4,5","3,8","2.824 matrículas","522 matrículas","167 docentes","37 docentes","24 escolas","2 escolas","10.975,49 R$","88,2 %","0,621","38.914,20 R$ (×1000)","37.370,44 R$ (×1000)","22,9 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","13 estabelecimentos","201,485 km²","15,5 %","59,1 %","11,9 %","Caatinga;Mata Atlântica","Não pertence","Centro Local (5)","Itabaiana - Centro Subregional A (3A)","Itabaiana","Itabaiana","Agreste Sergipano","Agreste de Itabaiana"
"2800407","PR","araua","https://cidades.ibge.gov.br/brasil/se/araua","arauaense","9.840 pessoas","10.878 pessoas","54,73 hab/km² hab/km²","2,2 salários mínimos","710 pessoas","7,1 %","51,4 %","98,3 %","4,6","3,3","1.647 matrículas","331 matrículas","97 docentes","20 docentes","18 escolas","1 escolas","10.687,24 R$","95,1 %","0,595","27.818,02 R$ (×1000)","28.252,88 R$ (×1000)","15,04 óbitos por mil nascidos vivos","- internações por mil habitantes","16 estabelecimentos","198,967 km²","13,4 %","12,9 %","6,3 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Aracaju","Estância","Leste Sergipano","Boquim"
"2800605","PR","barra-dos-coqueiros","https://cidades.ibge.gov.br/brasil/se/barra-dos-coqueiros","barra-coqueirense","31.439 pessoas","24.976 pessoas","276,52 hab/km² hab/km²","3,0 salários mínimos","4.404 pessoas","14,5 %","45 %","91,7 %","4,1","3,2","4.187 matrículas","622 matrículas","216 docentes","49 docentes","19 escolas","3 escolas","16.438,72 R$","43,4 %","0,649","82.362,29 R$ (×1000)","83.022,18 R$ (×1000)","10,79 óbitos por mil nascidos vivos","0,4 internações por mil habitantes","7 estabelecimentos","92,268 km²","64,5 %","41,7 %","41,5 %","Mata Atlântica","Pertence","Capital Regional A (2A) - Município integrante do Arranjo Populacional de Aracaju/SE","Arranjo Populacional do Recife/PE - Metrópole (1C)","Aracaju","Aracaju","Leste Sergipano","Aracaju"
"2800704","PR","brejo-grande","https://cidades.ibge.gov.br/brasil/se/brejo-grande","brejo-grandense","8.396 pessoas","7.742 pessoas","52,01 hab/km² hab/km²","1,7 salários mínimos","754 pessoas","9,1 %","56,2 %","98,5 %","3,7","4,0","1.414 matrículas","323 matrículas","91 docentes","21 docentes","9 escolas","2 escolas","9.182,74 R$","92,6 %","0,540","26.766,53 R$ (×1000)","21.740,49 R$ (×1000)","25 óbitos por mil nascidos vivos","- internações por mil habitantes","3 estabelecimentos","141,464 km²","1,1 %","56,6 %","28,6 %","Mata Atlântica","Pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Aracaju","Propriá","Leste Sergipano","Propriá"
"2801306","PR","capela","https://cidades.ibge.gov.br/brasil/se/capela","capelense","34.808 pessoas","30.761 pessoas","69,48 hab/km² hab/km²","1,9 salários mínimos","4.347 pessoas","12,7 %","49,4 %","96,3 %","4,4","3,6","5.514 matrículas","1.140 matrículas","281 docentes","68 docentes","30 escolas","4 escolas","11.067,57 R$","81,6 %","0,615","71.881,36 R$ (×1000)","69.443,72 R$ (×1000)","16,73 óbitos por mil nascidos vivos","7,1 internações por mil habitantes","28 estabelecimentos","442,211 km²","14,1 %","37,1 %","12,5 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Aracaju","Aracaju","Leste Sergipano","Cotinguiba"
"2801108","PR","canhoba","https://cidades.ibge.gov.br/brasil/se/canhoba","canhobense","4.003 pessoas","3.956 pessoas","23,23 hab/km² hab/km²","2,0 salários mínimos","361 pessoas","9,0 %","51,5 %","98,1 %","4,1","4,0","621 matrículas","129 matrículas","35 docentes","11 docentes","8 escolas","1 escolas","10.867,16 R$","94,2 %","0,569","16.150,22 R$ (×1000)","15.075,08 R$ (×1000)","- óbitos por mil nascidos vivos","1,2 internações por mil habitantes","6 estabelecimentos","171,581 km²","4 %","96,1 %","4,6 %","Caatinga;Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Propriá/SE - Centro Subregional B (3B)","Aracaju","Propriá","Leste Sergipano","Propriá"
"2801207","PR","caninde-de-sao-francisco","https://cidades.ibge.gov.br/brasil/se/caninde-de-sao-francisco","canindense","30.894 pessoas","24.686 pessoas","27,36 hab/km² hab/km²","2,8 salários mínimos","3.061 pessoas","10,2 %","51,9 %","96,8 %","4,3","3,8","5.435 matrículas","1.266 matrículas","260 docentes","62 docentes","23 escolas","2 escolas","73.005,72 R$","94 %","0,567","92.450,28 R$ (×1000)","86.227,01 R$ (×1000)","21,66 óbitos por mil nascidos vivos","0 internações por mil habitantes","13 estabelecimentos","934,469 km²","44,4 %","73,6 %","6,9 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Itabaiana","Nossa Senhora da Glória","Sertão Sergipano","Sergipana do Sertão do São Francisco"
"2802007","PR","divina-pastora","https://cidades.ibge.gov.br/brasil/se/divina-pastora","divina-pastorense","5.290 pessoas","4.326 pessoas","47,13 hab/km² hab/km²","2,1 salários mínimos","502 pessoas","9,8 %","44,8 %","98,2 %","4,8","3,6","793 matrículas","218 matrículas","43 docentes","20 docentes","4 escolas","1 escolas","30.179,85 R$","90,1 %","0,610","31.884,08 R$ (×1000)","31.220,66 R$ (×1000)","- óbitos por mil nascidos vivos","7,8 internações por mil habitantes","4 estabelecimentos","90,328 km²","12,2 %","42,2 %","12,7 %","Mata Atlântica","Pertence","Capital Regional A (2A) - Município integrante do Arranjo Populacional de Aracaju/SE","Arranjo Populacional do Recife/PE - Metrópole (1C)","Aracaju","Aracaju","Leste Sergipano","Cotinguiba"
"2801603","PR","cedro-de-sao-joao","https://cidades.ibge.gov.br/brasil/se/cedro-de-sao-joao","cedrense","5.929 pessoas","5.633 pessoas","67,29 hab/km² hab/km²","1,8 salários mínimos","498 pessoas","8,4 %","48,8 %","99,1 %","4,1","5,4","727 matrículas","148 matrículas","46 docentes","14 docentes","6 escolas","1 escolas","9.240,22 R$","95,8 %","0,623","16.756,15 R$ (×1000)","14.728,33 R$ (×1000)","14,49 óbitos por mil nascidos vivos","0,5 internações por mil habitantes","3 estabelecimentos","83,711 km²","39,6 %","50,5 %","15,8 %","Caatinga;Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Aracaju","Propriá","Leste Sergipano","Propriá"
"2801702","PR","cristinapolis","https://cidades.ibge.gov.br/brasil/se/cristinapolis","cristinapolense","18.181 pessoas","16.519 pessoas","69,94 hab/km² hab/km²","2,0 salários mínimos","1.511 pessoas","8,5 %","52,6 %","97,5 %","4,5","4,0","3.147 matrículas","680 matrículas","166 docentes","26 docentes","21 escolas","1 escolas","11.570,60 R$","95,8 %","0,553","47.453,44 R$ (×1000)","45.331,38 R$ (×1000)","10 óbitos por mil nascidos vivos","0,2 internações por mil habitantes","10 estabelecimentos","228,556 km²","1,9 %","43,7 %","3,6 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Aracaju","Estância","Leste Sergipano","Boquim"
"2801504","PR","carmopolis","https://cidades.ibge.gov.br/brasil/se/carmopolis","carmopolense","17.232 pessoas","13.503 pessoas","294,15 hab/km² hab/km²","3,1 salários mínimos","4.318 pessoas","26,0 %","46 %","97,3 %","4,4","3,5","2.736 matrículas","505 matrículas","153 docentes","60 docentes","10 escolas","3 escolas","24.617,01 R$","76,3 %","0,643","68.924,55 R$ (×1000)","68.136,23 R$ (×1000)","28 óbitos por mil nascidos vivos","- internações por mil habitantes","7 estabelecimentos","46,395 km²","83,4 %","63,6 %","34,6 %","Mata Atlântica","Pertence","Capital Regional A (2A) - Município integrante do Arranjo Populacional de Aracaju/SE","Arranjo Populacional do Recife/PE - Metrópole (1C)","Aracaju","Aracaju","Leste Sergipano","Baixo Cotinguiba"
"2802106","PR","estancia","https://cidades.ibge.gov.br/brasil/se/estancia","estanciano","69.919 pessoas","64.409 pessoas","100,00 hab/km² hab/km²","2,2 salários mínimos","10.613 pessoas","15,3 %","45,6 %","98,6 %","4,1","3,8","10.612 matrículas","2.364 matrículas","500 docentes","209 docentes","43 escolas","10 escolas","24.677,68 R$","83,5 %","0,647","191.142,08 R$ (×1000)","174.299,93 R$ (×1000)","24,32 óbitos por mil nascidos vivos","0,5 internações por mil habitantes","34 estabelecimentos","647,344 km²","17,7 %","43,3 %","25,5 %","Mata Atlântica","Pertence","Centro Subregional B (3B)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Aracaju","Estância","Leste Sergipano","Estância"
"2801900","PR","cumbe","https://cidades.ibge.gov.br/brasil/se/cumbe","cumbense","4.008 pessoas","3.813 pessoas","29,65 hab/km² hab/km²","1,8 salários mínimos","357 pessoas","9,0 %","48,9 %","99 %","3,8","3,3","529 matrículas","88 matrículas","33 docentes","12 docentes","4 escolas","1 escolas","9.271,46 R$","89,8 %","0,604","15.554,69 R$ (×1000)","14.664,50 R$ (×1000)","20,83 óbitos por mil nascidos vivos","- internações por mil habitantes","5 estabelecimentos","128,393 km²","12 %","60,8 %","19,9 %","Caatinga;Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Aracaju","Aracaju","Agreste Sergipano","Nossa Senhora das Dores"
"2802304","PR","frei-paulo","https://cidades.ibge.gov.br/brasil/se/frei-paulo","frei-paulense","15.688 pessoas","13.874 pessoas","34,65 hab/km² hab/km²","1,5 salários mínimos","2.353 pessoas","15,3 %","40,4 %","96,9 %","3,9","3,0","2.436 matrículas","389 matrículas","112 docentes","22 docentes","12 escolas","1 escolas","14.054,71 R$","93,6 %","0,589","35.408,01 R$ (×1000)","30.879,62 R$ (×1000)","10,83 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","6 estabelecimentos","399,178 km²","9 %","28,9 %","20,7 %","Caatinga","Não pertence","Centro Local (5)","Itabaiana - Centro Subregional A (3A)","Itabaiana","Itabaiana","Sertão Sergipano","Carira"
"2802205","PR","feira-nova","https://cidades.ibge.gov.br/brasil/se/feira-nova","feira-novense","5.617 pessoas","5.324 pessoas","28,79 hab/km² hab/km²","2,0 salários mínimos","435 pessoas","7,8 %","49,9 %","96,7 %","3,5","2,6","949 matrículas","188 matrículas","58 docentes","19 docentes","8 escolas","1 escolas","10.308,38 R$","95,3 %","0,584","17.388,90 R$ (×1000)","14.072,19 R$ (×1000)","18,18 óbitos por mil nascidos vivos","0,5 internações por mil habitantes","4 estabelecimentos","183,273 km²","22,9 %","59,1 %","21,6 %","Caatinga;Mata Atlântica","Não pertence","Centro Local (5)","Nossa Senhora da Glória - Centro Subregional B (3B)","Itabaiana","Nossa Senhora da Glória","Sertão Sergipano","Sergipana do Sertão do São Francisco"
"2801405","PR","carira","https://cidades.ibge.gov.br/brasil/se/carira","carirense","22.393 pessoas","20.007 pessoas","31,44 hab/km² hab/km²","1,6 salários mínimos","1.488 pessoas","6,7 %","46,4 %","98,2 %","4,3","2,8","3.231 matrículas","612 matrículas","212 docentes","28 docentes","26 escolas","1 escolas","9.961,02 R$","93,2 %","0,588","46.769,05 R$ (×1000)","43.848,22 R$ (×1000)","23,97 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","12 estabelecimentos","638,743 km²","16,6 %","77,9 %","2,6 %","Caatinga","Não pertence","Centro Local (5)","Itabaiana - Centro Subregional A (3A)","Itabaiana","Itabaiana","Sertão Sergipano","Carira"
"2802502","PR","general-maynard","https://cidades.ibge.gov.br/brasil/se/general-maynard","mainardense","3.421 pessoas","2.929 pessoas","146,63 hab/km² hab/km²","2,1 salários mínimos","319 pessoas","9,5 %","48,5 %","97,7 %","3,9","3,8","388 matrículas","242 matrículas","30 docentes","14 docentes","5 escolas","1 escolas","9.580,78 R$","94,4 %","0,645","15.050,61 R$ (×1000)","12.969,60 R$ (×1000)","- óbitos por mil nascidos vivos","0,3 internações por mil habitantes","2 estabelecimentos","19,793 km²","38 %","73,2 %","43,8 %","Mata Atlântica","Não pertence","Capital Regional A (2A) - Município integrante do Arranjo Populacional de Aracaju/SE","Arranjo Populacional do Recife/PE - Metrópole (1C)","Aracaju","Aracaju","Leste Sergipano","Baixo Cotinguiba"
"2802700","PR","ilha-das-flores","https://cidades.ibge.gov.br/brasil/se/ilha-das-flores","ilha-florense","8.522 pessoas","8.348 pessoas","152,78 hab/km² hab/km²","1,8 salários mínimos","564 pessoas","6,6 %","57,2 %","97,9 %","4,0","-","1.587 matrículas","182 matrículas","85 docentes","15 docentes","10 escolas","2 escolas","8.448,23 R$","80,9 %","0,562","26.502,33 R$ (×1000)","23.886,18 R$ (×1000)","15,5 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","5 estabelecimentos","52,693 km²","11,4 %","48,3 %","19,9 %","Mata Atlântica","Pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Aracaju","Propriá","Leste Sergipano","Propriá"
"2802601","PR","gracho-cardoso","https://cidades.ibge.gov.br/brasil/se/gracho-cardoso","gracho-cardosense","5.831 pessoas","5.645 pessoas","23,32 hab/km² hab/km²","2,0 salários mínimos","410 pessoas","7,0 %","53,5 %","96 %","4,4","3,8","854 matrículas","214 matrículas","58 docentes","13 docentes","12 escolas","1 escolas","10.474,29 R$","97,6 %","0,577","17.885,16 R$ (×1000)","16.192,50 R$ (×1000)","13,51 óbitos por mil nascidos vivos","0,7 internações por mil habitantes","5 estabelecimentos","242,679 km²","23,3 %","68,4 %","15,5 %","Caatinga;Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Itabaiana","Nossa Senhora da Glória","Sertão Sergipano","Sergipana do Sertão do São Francisco"
